sourcetype,tech_category,scope,security_classification,security_relevance,data_models,vendor,description,expanded_desc
gitlab,app,operational,,med,Change.All_Changes,GitLab,GitLab DevOps platform logs,GitLab umbrella sourcetype - typically pre-dates subtype routing. Prefer gitlab:audit / gitlab:production / gitlab:api:json for specific log streams.
gitlab:api:json,app,security,,med,Web.Web,GitLab,GitLab access logs,"GitLab API request log (api_json.log) - per-API call entries with method, route, status, duration, user. Feeds the Web data model."
gitlab:application,app,operational,,low,,GitLab,GitLab application logs,"GitLab application log (application.log/application_json.log) - app-level event stream covering pushes, merge requests, group/membership changes."
gitlab:audit,app,security,IAM,high,"Authentication.Authentication, Change.All_Changes",GitLab,GitLab audit logs,"GitLab audit_json log - explicit security audit events: permission changes, project/group settings, two-factor enrollment. Feeds Change data model."
gitlab:nginx:access,app,security,,med,Web.Web,GitLab,GitLab access logs,GitLab-bundled nginx access log - HTTP-tier access in front of GitLab. Feeds the Web data model.
gitlab:production,app,operational,,low,,GitLab,GitLab application logs,GitLab production_json log - Rails production tier log including Rails request log lines. Application diagnostic stream.
gitlab:shell,app,operational,,low,,GitLab,GitLab application logs,"GitLab gitlab-shell log - SSH-based git operations (clone, push, pull) handled by gitlab-shell. Feeds the Web data model when ssh activity is tracked."
gitlab:unknown,app,operational,,low,,GitLab,GitLab application logs,GitLab fallback sourcetype emitted by some add-on versions when filename does not match a known pattern. Investigate input and reroute to a specific subtype.
gitlab:workhorse,app,operational,,low,,GitLab,GitLab application logs,GitLab workhorse log - reverse-proxy and slow-request handling tier in front of Rails. Operational diagnostics.
globalprotect,network,security,VPN,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Palo Alto Networks,Palo Alto GlobalProtect VPN logs,"GlobalProtect VPN session and authentication events ingested without the Splunk Add-on for Palo Alto Networks (which would tag them pan:globalprotect). Covers user connections, gateway/portal activity, and session lifecycle."
glusterfs_cli,linux,operational,,low,,GlusterFS,GlusterFS storage logs,GlusterFS CLI tool log - volume management commands and outputs from the gluster CLI.
google:gcp:agent,gcp,operational,,low,,Google Cloud,GCP Splunk add-on agent logs,"Splunk Add-on for Google Cloud Platform internal agent log - add-on health, polling status, and error conditions. Operational diagnostic for the integration itself."
google:gcp:cloudaudit,gcp,"security, operational",CSPM,high,"Change.All_Changes, Authentication.Authentication",Google Cloud,GCP Cloud Audit logs (legacy add-on),Legacy sourcetype for Google Cloud audit logs produced by older versions of the Splunk Add-on for Google Cloud Platform. Same Admin Activity / Data Access / System Event payloads as gcp:cloudaudit.
google:gcp:compute:syslog,gcp,operational,,low,,Google Cloud,GCP Compute Engine syslog,"Compute Engine guest VM syslog forwarded via the Splunk Add-on for GCP - underlying OS syslog content, typically Linux. CIM mappings follow the guest OS, not GCP."
google:gcp:compute:vpc_flows,gcp,security,,high,Network_Traffic.All_Traffic,Google Cloud,GCP VPC flow logs (legacy add-on),Legacy GCP VPC Flow Logs sourcetype from earlier Splunk Add-on for GCP versions. Same flow payload as gcp:vpc_flow.
google:gcp:resource:metadata,gcp,operational,,low,Compute_Inventory.All_Inventory,Google Cloud,GCP resource metadata inventory,"Cloud Asset Inventory metadata snapshots - resource hierarchy, IAM bindings, labels for VMs, buckets, projects, and other assets. Feeds the Inventory data model."
google:gcp:router_event,gcp,operational,,low,,Google Cloud,GCP Cloud Router events (legacy),Legacy Cloud Router events sourcetype from older versions of the Splunk Add-on for GCP. Same content as gcp:router_event.
grafana:server,app,operational,,none,Application_State.All_Application_State,Grafana,Grafana server logs,"Grafana server log - dashboard query activity, authentication, and admin operations."
GraphSecurityAlert,security,security,"SIEM, XDR",high,Alerts.Alerts,Microsoft,Microsoft Graph Security API alerts,"Security alerts aggregated through the Microsoft Graph Security API from Defender for Endpoint, Defender for Cloud, Defender for Identity, Microsoft Sentinel, and other connected Microsoft security products."
grype:scan:match,security,security,VMS,high,Vulnerabilities.Vulnerabilities,Anchore,Grype container vuln scan findings,Anchore Grype container scan finding - per-vulnerability match against a container image's SBOM with severity and fix availability.
grype:scan:summary,security,security,VMS,med,Vulnerabilities.Vulnerabilities,Anchore,Grype container vuln scan summary,Anchore Grype scan summary - per-image roll-up of vulnerability counts and scan metadata.
gsuite,security,security,CASB,high,"Email.All_Email, Authentication.Authentication",Google,Google Workspace logs,"Google Workspace (G Suite) admin and login activity log - admin, login, drive, calendar, token, mobile, groups, OAuth applications. Feeds Authentication and Change data models."
handler,azure,operational,,low,,Microsoft,Azure VM agent/handler logs,Azure VM extension handler operational log - generic handler-side events shared across multiple Azure extensions.
haproxy,app,operational,,med,"Web.Proxy, Network_Traffic.All_Traffic",HAProxy,HAProxy load balancer logs,HAProxy load balancer log - per-request frontend/backend access entries with backend selection and timing. Feeds the Web data model.
harden,security,security,,med,,,Security hardening audit data,Security hardening audit data - typically output of CIS/STIG benchmark tools or scripted hardening checks. Feeds the Configuration / Vulnerabilities data models.
hardware,linux,operational,,low,Compute_Inventory.All_Inventory,,Hardware inventory data,"Generic hardware inventory data - scripted-input snapshots of CPU, memory, disk, BIOS, vendor/model. Feeds the Inventory data model."
harness:audit,app,security,,med,Change.All_Changes,Harness,Harness CI/CD audit events,"Harness CD/Platform audit log - pipeline run, RBAC, secret, and admin activity events from the Harness API."
hawkey,linux,operational,,low,Updates.Updates,Linux,Package manager logs,Hawkey library log (used by dnf/PackageKit) - records depsolving and metadata operations. Operational diagnostic value; minimal security relevance.
history,linux,security,,med,Endpoint.Processes,,Command history logs,Generic shell history catch-all - typically bash/zsh/sh command history. Forensic source for interactive command execution review.
honeywell:pmd,app,operational,,none,Performance.All_Performance,Honeywell,Honeywell PMD process data,Honeywell Process Manager Data (PMD) historian export - operational process data from Honeywell DCS environments.
ICAClient,app,operational,,low,,Citrix,Citrix client/session logs,"Citrix ICA Client log - Citrix Receiver/Workspace session connection, channel negotiation, and error events on the user endpoint."
iis,windows,security,,med,Web.Web,Microsoft,Microsoft IIS web server logs,"Microsoft IIS web server access logs - HTTP method, URI, query, status, bytes, client IP, user agent, processing time."
imperva:cloudwaf,network,security,WAF,high,"Web.Web, Network_Traffic.All_Traffic",Imperva,Imperva Cloud WAF events,"Imperva Cloud WAF event log - per-request decision (allow/block/captcha/challenge), attack signature category, and HTTP context. Feeds the Web data model."
imperva:dam:syslog,security,security,,high,Data_Access.All_Data_Access_Logs,Imperva,Imperva DAM database activity,"Imperva Database Activity Monitor syslog - SQL query inspection, sensitive table access, and policy violation events."
imperva:waf:syslog,network,security,WAF,high,"Web.Web, Intrusion_Detection.IDS_Attacks",Imperva,Imperva WAF syslog events,Imperva on-prem SecureSphere WAF syslog - same per-request decision schema as cloud WAF but from the appliance deployment.
infoblox:audit,network,security,IAM,med,Change.All_Changes,Infoblox,Infoblox admin audit logs,"Infoblox NIOS admin audit log - configuration changes, login activity, and DDI object modifications. Feeds Change and Authentication data models."
infoblox:dhcp,network,"security, operational",,med,Network_Traffic.All_Traffic,Infoblox,Infoblox DHCP lease logs,"Infoblox DHCP server log - lease offer, request, ack, decline activity. Critical for IP-to-MAC-to-asset attribution."
infoblox:dns,network,"security, operational",,high,Network_Resolution.DNS,Infoblox,Infoblox DNS query logs,"Infoblox DNS server query log - per-query name, type, response code, source IP. Foundational Network_Resolution.DNS source."
infoblox:threat,network,security,,high,"Alerts.Alerts, Network_Resolution.DNS",Infoblox,Infoblox threat intelligence,Infoblox BloxOne Threat Defense / RPZ-based threat events - DNS-layer threat block decisions with category and indicator.
InMage_drivers,azure,operational,,low,,Microsoft,Azure Site Recovery drivers,"Azure Site Recovery (InMage Scout) driver-level logs on protected workloads - replication driver state, write tracking, sync progress."
insights-client,linux,operational,,low,,Red Hat,Red Hat subscription/insights logs,Red Hat Insights client log - data collection and remediation activity from the insights-client agent on RHEL hosts.
install,linux,operational,,low,,,Installation/uninstall logs,Generic installation/uninstall activity log - typically OS or application installer trace output.
InstallLog:Sysmon,windows,operational,,low,Change.All_Changes,Microsoft,Sysmon installer log,"Sysinternals Sysmon installer log capturing service install, driver load, and configuration apply events on Windows endpoints."
interfaces,linux,operational,,low,"Compute_Inventory.All_Inventory, Performance.Network",,Network interface statistics,"Splunk_TA_nix interface statistics scripted input - per-interface RX/TX bytes, packets, errors. Performance telemetry."
intune,security,operational,,med,"Compute_Inventory.All_Inventory, Updates.All_Updates",Microsoft,Microsoft Intune MDM logs,"Microsoft Intune MDM logs - device enrollment, compliance status, configuration profile assignment, app deployment."
iostat,linux,operational,,none,"Performance.CPU, Performance.Storage",Linux/Unix,I/O statistics,"Splunk_TA_nix `iostat` scripted input - per-device disk I/O statistics (reads, writes, await, util). Performance telemetry."
ipfix,network,security,,med,Network_Traffic.All_Traffic,,IPFIX network flow data,Generic IPFIX (IP Flow Information Export) flow records - successor to NetFlow v9 with templated fields. Feeds Network_Traffic.All_Traffic.
ipfw,network,security,FW,med,"Network_Traffic.All_Traffic, Intrusion_Detection.IDS_Attacks",BSD,BSD IPFW firewall logs,BSD ipfw firewall log - kernel-level packet filter rule hits on FreeBSD/macOS hosts. Feeds Network_Traffic.All_Traffic.
