source,"source_desc",field,"field_desc",notes
"ssef_ia4s_apps_app_activities","IS4S Specific","num_apps_removed","Count or total of apps removed",
"ssef_ia4s_apps_app_activities_created","IS4S Specific","app_name","Name of the Splunk application",
"ssef_ia4s_apps_app_activities_created","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_apps_app_activities_created","IS4S Specific","num_apps_created","Count or total of apps created",
"ssef_ia4s_apps_app_activities_modified","IS4S Specific","app_name","Name of the Splunk application",
"ssef_ia4s_apps_app_activities_modified","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_apps_app_activities_modified","IS4S Specific","num_apps_modified","Count or total of apps modified",
"ssef_ia4s_apps_app_activities_removed","IS4S Specific","app_name","Name of the Splunk application",
"ssef_ia4s_apps_app_activities_removed","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_apps_app_activities_removed","IS4S Specific","num_apps_removed","Count or total of apps removed",
"ssef_ia4s_apps_inventory_support","IS4S Specific","num_apps","Count or total of apps",
"ssef_ia4s_apps_inventory_support","IS4S Specific","perc_app_support","Perc App Support",
"ssef_ia4s_apps_inventory_support","IS4S Specific","supported_apps","Supported Apps",
"ssef_ia4s_apps_inventory_support","IS4S Specific","unsupported_apps","Unsupported Apps",
"ssef_ia4s_apps_inventory_unused","IS4S Specific","app_label","App Label",
"ssef_ia4s_apps_inventory_unused","IS4S Specific","app_name","Name of the Splunk application",
"ssef_ia4s_apps_inventory_unused","IS4S Specific","is_archived","Status or flag for archived",
"ssef_ia4s_apps_inventory_unused","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_apps_inventory_unused","IS4S Specific","last_used","Last Used",
"ssef_ia4s_apps_inventory_unused","IS4S Specific","num_users","Count or total of users",
"ssef_ia4s_apps_inventory_unused","IS4S Specific","splunkbase_id","Splunkbase Id",
"ssef_ia4s_apps_inventory_updated","IS4S Specific","app_label","App Label",
"ssef_ia4s_apps_inventory_updated","IS4S Specific","app_name","Name of the Splunk application",
"ssef_ia4s_apps_inventory_updated","IS4S Specific","current_version","Current Version",
"ssef_ia4s_apps_inventory_updated","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_apps_inventory_updated","IS4S Specific","latest_version","Latest Version",
"ssef_ia4s_apps_inventory_updated","IS4S Specific","splunkbase_id","Splunkbase Id",
"ssef_ia4s_environment_cache_thrash","IS4S Specific","all_downloads","All Downloads",
"ssef_ia4s_environment_cache_thrash","IS4S Specific","customer_index","Customer Index",
"ssef_ia4s_environment_cache_thrash","IS4S Specific","duplicate_downloads","Duplicate Downloads",
"ssef_ia4s_environment_cache_thrash","IS4S Specific","duplicate_percent","Percentage of duplicate",
"ssef_ia4s_environment_cache_thrash","IS4S Specific","excessive_duplicate_downloads","Excessive Duplicate Downloads",
"ssef_ia4s_environment_excessive_memory_usage","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_environment_excessive_memory_usage","IS4S Specific",mem,Mem,
"ssef_ia4s_environment_excessive_memory_usage","IS4S Specific","mem_used","Mem Used",
"ssef_ia4s_environment_excessive_memory_usage","IS4S Specific",percentage,"Percentage of age",
"ssef_ia4s_environment_memory_tracker","IS4S Specific","enable_memory_tracker","Enable Memory Tracker",
"ssef_ia4s_environment_memory_tracker","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_environment_memory_tracker","IS4S Specific","search_process_memory_usage_percentage_threshold","Percentage of search process memory usage age threshold",
"ssef_ia4s_environment_memory_tracker","IS4S Specific","search_process_memory_usage_threshold","Search Process Memory Usage Threshold",
"ssef_ia4s_environment_version_compatibility","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_environment_version_compatibility","IS4S Specific","max_version","Maximum limit for version",
"ssef_ia4s_environment_version_compatibility","IS4S Specific",version,"Version number or identifier of the object",
"ssef_ia4s_indexing_queue_latency","IS4S Specific",device,"Physical or virtual device identifier",
"ssef_ia4s_indexing_queue_latency","IS4S Specific",indexer,Indexer,
"ssef_ia4s_indexing_queue_latency","IS4S Specific","io_latency","Io Latency",
"ssef_ia4s_indexing_queue_latency","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_indexing_queue_latency","IS4S Specific","pct_elevated_time_in_queue","Percentage of elevated time in queue",
"ssef_ia4s_indexing_storage_capacity","IS4S Specific",available,Available,
"ssef_ia4s_indexing_storage_capacity","IS4S Specific",capacity,Capacity,
"ssef_ia4s_indexing_storage_capacity","IS4S Specific",free,Free,
"ssef_ia4s_indexing_storage_capacity","IS4S Specific","fs_type","Fs Type",
"ssef_ia4s_indexing_storage_capacity","IS4S Specific",indexer,Indexer,
"ssef_ia4s_indexing_storage_capacity","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_indexing_storage_capacity","IS4S Specific","mount_point","Mount Point",
"ssef_ia4s_indexing_storage_capacity","IS4S Specific",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_ia4s_indexing_storage_capacity","IS4S Specific","pct_available","Percentage of available",
"ssef_ia4s_indexing_storage_io_saturation","IS4S Specific","avg_cpu_pct","Avg Cpu Pct",
"ssef_ia4s_indexing_storage_io_saturation","IS4S Specific",device,"Physical or virtual device identifier",
"ssef_ia4s_indexing_storage_io_saturation","IS4S Specific",indexer,Indexer,
"ssef_ia4s_indexing_storage_io_saturation","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_indexing_storage_io_saturation","IS4S Specific",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_ia4s_indexing_thawed_data","IS4S Specific","index_name","Name of the Splunk index",
"ssef_ia4s_indexing_thawed_data","IS4S Specific",indexer,Indexer,
"ssef_ia4s_indexing_thawed_data","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_indexing_thawed_data","IS4S Specific",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_ia4s_indexing_thawed_data","IS4S Specific","thawed_event_count","Count or total of thawed event",
"ssef_ia4s_licensing_current_entitlements_expiration","IS4S Specific","expiration_time","Time or timestamp related to expiration",
"ssef_ia4s_licensing_current_entitlements_expiration","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_licensing_current_entitlements_expiration","IS4S Specific","license_label","License Label",
"ssef_ia4s_licensing_current_entitlements_expiration","IS4S Specific","license_status","License Status",
"ssef_ia4s_licensing_current_entitlements_expiration","IS4S Specific","months_until_expiration","Months Until Expiration",
"ssef_ia4s_users_account_modifications","IS4S Specific","dest_user","Destination user account",
"ssef_ia4s_users_account_modifications","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_users_account_modifications","IS4S Specific",operation,Operation,
"ssef_ia4s_users_account_modifications","IS4S Specific","src_user","Src User",
"ssef_ia4s_users_delete_role","IS4S Specific",identity,Identity,
"ssef_ia4s_users_delete_role","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_users_delete_role","IS4S Specific","splunk_role_map","Splunk Role Map",
"ssef_ia4s_users_disk_quota","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_users_disk_quota","IS4S Specific",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_ia4s_users_disk_quota","IS4S Specific","num_queue","Count or total of queue",
"ssef_ia4s_users_disk_quota","IS4S Specific",quota,Quota,
"ssef_ia4s_users_disk_quota","IS4S Specific",reason,"Explanation or reason for an action or status",
"ssef_ia4s_users_disk_quota","IS4S Specific",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
