codepoints,emoji,group,name,"sub_group"
"1F647 1F3FC 200D 2640","🙇🏼‍♀","People & Body","woman bowing: medium-light skin tone","person-gesture"
"1F647 1F3FD 200D 2640 FE0F","🙇🏽‍♀️","People & Body","woman bowing: medium skin tone","person-gesture"
"1F647 1F3FD 200D 2640","🙇🏽‍♀","People & Body","woman bowing: medium skin tone","person-gesture"
"1F647 1F3FE 200D 2640 FE0F","🙇🏾‍♀️","People & Body","woman bowing: medium-dark skin tone","person-gesture"
"1F647 1F3FE 200D 2640","🙇🏾‍♀","People & Body","woman bowing: medium-dark skin tone","person-gesture"
"1F647 1F3FF 200D 2640 FE0F","🙇🏿‍♀️","People & Body","woman bowing: dark skin tone","person-gesture"
"1F647 1F3FF 200D 2640","🙇🏿‍♀","People & Body","woman bowing: dark skin tone","person-gesture"
1F926,"🤦","People & Body","person facepalming","person-gesture"
"1F926 1F3FB","🤦🏻","People & Body","person facepalming: light skin tone","person-gesture"
"1F926 1F3FC","🤦🏼","People & Body","person facepalming: medium-light skin tone","person-gesture"
"1F926 1F3FD","🤦🏽","People & Body","person facepalming: medium skin tone","person-gesture"
"1F926 1F3FE","🤦🏾","People & Body","person facepalming: medium-dark skin tone","person-gesture"
"1F926 1F3FF","🤦🏿","People & Body","person facepalming: dark skin tone","person-gesture"
"1F926 200D 2642 FE0F","🤦‍♂️","People & Body","man facepalming","person-gesture"
"1F926 200D 2642","🤦‍♂","People & Body","man facepalming","person-gesture"
"1F926 1F3FB 200D 2642 FE0F","🤦🏻‍♂️","People & Body","man facepalming: light skin tone","person-gesture"
"1F926 1F3FB 200D 2642","🤦🏻‍♂","People & Body","man facepalming: light skin tone","person-gesture"
"1F926 1F3FC 200D 2642 FE0F","🤦🏼‍♂️","People & Body","man facepalming: medium-light skin tone","person-gesture"
"1F926 1F3FC 200D 2642","🤦🏼‍♂","People & Body","man facepalming: medium-light skin tone","person-gesture"
"1F926 1F3FD 200D 2642 FE0F","🤦🏽‍♂️","People & Body","man facepalming: medium skin tone","person-gesture"
"1F926 1F3FD 200D 2642","🤦🏽‍♂","People & Body","man facepalming: medium skin tone","person-gesture"
"1F926 1F3FE 200D 2642 FE0F","🤦🏾‍♂️","People & Body","man facepalming: medium-dark skin tone","person-gesture"
"1F926 1F3FE 200D 2642","🤦🏾‍♂","People & Body","man facepalming: medium-dark skin tone","person-gesture"
"1F926 1F3FF 200D 2642 FE0F","🤦🏿‍♂️","People & Body","man facepalming: dark skin tone","person-gesture"
"1F926 1F3FF 200D 2642","🤦🏿‍♂","People & Body","man facepalming: dark skin tone","person-gesture"
"1F926 200D 2640 FE0F","🤦‍♀️","People & Body","woman facepalming","person-gesture"
"1F926 200D 2640","🤦‍♀","People & Body","woman facepalming","person-gesture"
"1F926 1F3FB 200D 2640 FE0F","🤦🏻‍♀️","People & Body","woman facepalming: light skin tone","person-gesture"
"1F926 1F3FB 200D 2640","🤦🏻‍♀","People & Body","woman facepalming: light skin tone","person-gesture"
"1F926 1F3FC 200D 2640 FE0F","🤦🏼‍♀️","People & Body","woman facepalming: medium-light skin tone","person-gesture"
"1F926 1F3FC 200D 2640","🤦🏼‍♀","People & Body","woman facepalming: medium-light skin tone","person-gesture"
"1F926 1F3FD 200D 2640 FE0F","🤦🏽‍♀️","People & Body","woman facepalming: medium skin tone","person-gesture"
"1F926 1F3FD 200D 2640","🤦🏽‍♀","People & Body","woman facepalming: medium skin tone","person-gesture"
"1F926 1F3FE 200D 2640 FE0F","🤦🏾‍♀️","People & Body","woman facepalming: medium-dark skin tone","person-gesture"
"1F926 1F3FE 200D 2640","🤦🏾‍♀","People & Body","woman facepalming: medium-dark skin tone","person-gesture"
"1F926 1F3FF 200D 2640 FE0F","🤦🏿‍♀️","People & Body","woman facepalming: dark skin tone","person-gesture"
"1F926 1F3FF 200D 2640","🤦🏿‍♀","People & Body","woman facepalming: dark skin tone","person-gesture"
1F937,"🤷","People & Body","person shrugging","person-gesture"
"1F937 1F3FB","🤷🏻","People & Body","person shrugging: light skin tone","person-gesture"
"1F937 1F3FC","🤷🏼","People & Body","person shrugging: medium-light skin tone","person-gesture"
"1F937 1F3FD","🤷🏽","People & Body","person shrugging: medium skin tone","person-gesture"
"1F937 1F3FE","🤷🏾","People & Body","person shrugging: medium-dark skin tone","person-gesture"
"1F937 1F3FF","🤷🏿","People & Body","person shrugging: dark skin tone","person-gesture"
"1F937 200D 2642 FE0F","🤷‍♂️","People & Body","man shrugging","person-gesture"
"1F937 200D 2642","🤷‍♂","People & Body","man shrugging","person-gesture"
"1F937 1F3FB 200D 2642 FE0F","🤷🏻‍♂️","People & Body","man shrugging: light skin tone","person-gesture"
"1F937 1F3FB 200D 2642","🤷🏻‍♂","People & Body","man shrugging: light skin tone","person-gesture"
"1F937 1F3FC 200D 2642 FE0F","🤷🏼‍♂️","People & Body","man shrugging: medium-light skin tone","person-gesture"
"1F937 1F3FC 200D 2642","🤷🏼‍♂","People & Body","man shrugging: medium-light skin tone","person-gesture"
"1F937 1F3FD 200D 2642 FE0F","🤷🏽‍♂️","People & Body","man shrugging: medium skin tone","person-gesture"
"1F937 1F3FD 200D 2642","🤷🏽‍♂","People & Body","man shrugging: medium skin tone","person-gesture"
"1F937 1F3FE 200D 2642 FE0F","🤷🏾‍♂️","People & Body","man shrugging: medium-dark skin tone","person-gesture"
"1F937 1F3FE 200D 2642","🤷🏾‍♂","People & Body","man shrugging: medium-dark skin tone","person-gesture"
"1F937 1F3FF 200D 2642 FE0F","🤷🏿‍♂️","People & Body","man shrugging: dark skin tone","person-gesture"
"1F937 1F3FF 200D 2642","🤷🏿‍♂","People & Body","man shrugging: dark skin tone","person-gesture"
"1F937 200D 2640 FE0F","🤷‍♀️","People & Body","woman shrugging","person-gesture"
"1F937 200D 2640","🤷‍♀","People & Body","woman shrugging","person-gesture"
"1F937 1F3FB 200D 2640 FE0F","🤷🏻‍♀️","People & Body","woman shrugging: light skin tone","person-gesture"
"1F937 1F3FB 200D 2640","🤷🏻‍♀","People & Body","woman shrugging: light skin tone","person-gesture"
"1F937 1F3FC 200D 2640 FE0F","🤷🏼‍♀️","People & Body","woman shrugging: medium-light skin tone","person-gesture"
"1F937 1F3FC 200D 2640","🤷🏼‍♀","People & Body","woman shrugging: medium-light skin tone","person-gesture"
"1F937 1F3FD 200D 2640 FE0F","🤷🏽‍♀️","People & Body","woman shrugging: medium skin tone","person-gesture"
"1F937 1F3FD 200D 2640","🤷🏽‍♀","People & Body","woman shrugging: medium skin tone","person-gesture"
"1F937 1F3FE 200D 2640 FE0F","🤷🏾‍♀️","People & Body","woman shrugging: medium-dark skin tone","person-gesture"
"1F937 1F3FE 200D 2640","🤷🏾‍♀","People & Body","woman shrugging: medium-dark skin tone","person-gesture"
"1F937 1F3FF 200D 2640 FE0F","🤷🏿‍♀️","People & Body","woman shrugging: dark skin tone","person-gesture"
"1F937 1F3FF 200D 2640","🤷🏿‍♀","People & Body","woman shrugging: dark skin tone","person-gesture"
"1F9D1 200D 2695 FE0F","🧑‍⚕️","People & Body","health worker","person-role"
"1F9D1 200D 2695","🧑‍⚕","People & Body","health worker","person-role"
"1F9D1 1F3FB 200D 2695 FE0F","🧑🏻‍⚕️","People & Body","health worker: light skin tone","person-role"
"1F9D1 1F3FB 200D 2695","🧑🏻‍⚕","People & Body","health worker: light skin tone","person-role"
"1F9D1 1F3FC 200D 2695 FE0F","🧑🏼‍⚕️","People & Body","health worker: medium-light skin tone","person-role"
"1F9D1 1F3FC 200D 2695","🧑🏼‍⚕","People & Body","health worker: medium-light skin tone","person-role"
"1F9D1 1F3FD 200D 2695 FE0F","🧑🏽‍⚕️","People & Body","health worker: medium skin tone","person-role"
"1F9D1 1F3FD 200D 2695","🧑🏽‍⚕","People & Body","health worker: medium skin tone","person-role"
"1F9D1 1F3FE 200D 2695 FE0F","🧑🏾‍⚕️","People & Body","health worker: medium-dark skin tone","person-role"
"1F9D1 1F3FE 200D 2695","🧑🏾‍⚕","People & Body","health worker: medium-dark skin tone","person-role"
"1F9D1 1F3FF 200D 2695 FE0F","🧑🏿‍⚕️","People & Body","health worker: dark skin tone","person-role"
"1F9D1 1F3FF 200D 2695","🧑🏿‍⚕","People & Body","health worker: dark skin tone","person-role"
"1F468 200D 2695 FE0F","👨‍⚕️","People & Body","man health worker","person-role"
"1F468 200D 2695","👨‍⚕","People & Body","man health worker","person-role"
"1F468 1F3FB 200D 2695 FE0F","👨🏻‍⚕️","People & Body","man health worker: light skin tone","person-role"
"1F468 1F3FB 200D 2695","👨🏻‍⚕","People & Body","man health worker: light skin tone","person-role"
"1F468 1F3FC 200D 2695 FE0F","👨🏼‍⚕️","People & Body","man health worker: medium-light skin tone","person-role"
"1F468 1F3FC 200D 2695","👨🏼‍⚕","People & Body","man health worker: medium-light skin tone","person-role"
"1F468 1F3FD 200D 2695 FE0F","👨🏽‍⚕️","People & Body","man health worker: medium skin tone","person-role"
"1F468 1F3FD 200D 2695","👨🏽‍⚕","People & Body","man health worker: medium skin tone","person-role"
"1F468 1F3FE 200D 2695 FE0F","👨🏾‍⚕️","People & Body","man health worker: medium-dark skin tone","person-role"
"1F468 1F3FE 200D 2695","👨🏾‍⚕","People & Body","man health worker: medium-dark skin tone","person-role"
"1F468 1F3FF 200D 2695 FE0F","👨🏿‍⚕️","People & Body","man health worker: dark skin tone","person-role"
"1F468 1F3FF 200D 2695","👨🏿‍⚕","People & Body","man health worker: dark skin tone","person-role"
"1F469 200D 2695 FE0F","👩‍⚕️","People & Body","woman health worker","person-role"
"1F469 200D 2695","👩‍⚕","People & Body","woman health worker","person-role"
"1F469 1F3FB 200D 2695 FE0F","👩🏻‍⚕️","People & Body","woman health worker: light skin tone","person-role"
"1F469 1F3FB 200D 2695","👩🏻‍⚕","People & Body","woman health worker: light skin tone","person-role"
"1F469 1F3FC 200D 2695 FE0F","👩🏼‍⚕️","People & Body","woman health worker: medium-light skin tone","person-role"
"1F469 1F3FC 200D 2695","👩🏼‍⚕","People & Body","woman health worker: medium-light skin tone","person-role"
"1F469 1F3FD 200D 2695 FE0F","👩🏽‍⚕️","People & Body","woman health worker: medium skin tone","person-role"
"1F469 1F3FD 200D 2695","👩🏽‍⚕","People & Body","woman health worker: medium skin tone","person-role"
"1F469 1F3FE 200D 2695 FE0F","👩🏾‍⚕️","People & Body","woman health worker: medium-dark skin tone","person-role"
"1F469 1F3FE 200D 2695","👩🏾‍⚕","People & Body","woman health worker: medium-dark skin tone","person-role"
"1F469 1F3FF 200D 2695 FE0F","👩🏿‍⚕️","People & Body","woman health worker: dark skin tone","person-role"
"1F469 1F3FF 200D 2695","👩🏿‍⚕","People & Body","woman health worker: dark skin tone","person-role"
"1F9D1 200D 1F393","🧑‍🎓","People & Body",student,"person-role"
"1F9D1 1F3FB 200D 1F393","🧑🏻‍🎓","People & Body","student: light skin tone","person-role"
"1F9D1 1F3FC 200D 1F393","🧑🏼‍🎓","People & Body","student: medium-light skin tone","person-role"
"1F9D1 1F3FD 200D 1F393","🧑🏽‍🎓","People & Body","student: medium skin tone","person-role"
"1F9D1 1F3FE 200D 1F393","🧑🏾‍🎓","People & Body","student: medium-dark skin tone","person-role"
"1F9D1 1F3FF 200D 1F393","🧑🏿‍🎓","People & Body","student: dark skin tone","person-role"
"1F468 200D 1F393","👨‍🎓","People & Body","man student","person-role"
"1F468 1F3FB 200D 1F393","👨🏻‍🎓","People & Body","man student: light skin tone","person-role"
"1F468 1F3FC 200D 1F393","👨🏼‍🎓","People & Body","man student: medium-light skin tone","person-role"
"1F468 1F3FD 200D 1F393","👨🏽‍🎓","People & Body","man student: medium skin tone","person-role"
"1F468 1F3FE 200D 1F393","👨🏾‍🎓","People & Body","man student: medium-dark skin tone","person-role"
"1F468 1F3FF 200D 1F393","👨🏿‍🎓","People & Body","man student: dark skin tone","person-role"
"1F469 200D 1F393","👩‍🎓","People & Body","woman student","person-role"
"1F469 1F3FB 200D 1F393","👩🏻‍🎓","People & Body","woman student: light skin tone","person-role"
"1F469 1F3FC 200D 1F393","👩🏼‍🎓","People & Body","woman student: medium-light skin tone","person-role"
"1F469 1F3FD 200D 1F393","👩🏽‍🎓","People & Body","woman student: medium skin tone","person-role"
"1F469 1F3FE 200D 1F393","👩🏾‍🎓","People & Body","woman student: medium-dark skin tone","person-role"
"1F469 1F3FF 200D 1F393","👩🏿‍🎓","People & Body","woman student: dark skin tone","person-role"
"1F9D1 200D 1F3EB","🧑‍🏫","People & Body",teacher,"person-role"
"1F9D1 1F3FB 200D 1F3EB","🧑🏻‍🏫","People & Body","teacher: light skin tone","person-role"
"1F9D1 1F3FC 200D 1F3EB","🧑🏼‍🏫","People & Body","teacher: medium-light skin tone","person-role"
"1F9D1 1F3FD 200D 1F3EB","🧑🏽‍🏫","People & Body","teacher: medium skin tone","person-role"
"1F9D1 1F3FE 200D 1F3EB","🧑🏾‍🏫","People & Body","teacher: medium-dark skin tone","person-role"
"1F9D1 1F3FF 200D 1F3EB","🧑🏿‍🏫","People & Body","teacher: dark skin tone","person-role"
"1F468 200D 1F3EB","👨‍🏫","People & Body","man teacher","person-role"
"1F468 1F3FB 200D 1F3EB","👨🏻‍🏫","People & Body","man teacher: light skin tone","person-role"
"1F468 1F3FC 200D 1F3EB","👨🏼‍🏫","People & Body","man teacher: medium-light skin tone","person-role"
"1F468 1F3FD 200D 1F3EB","👨🏽‍🏫","People & Body","man teacher: medium skin tone","person-role"
"1F468 1F3FE 200D 1F3EB","👨🏾‍🏫","People & Body","man teacher: medium-dark skin tone","person-role"
"1F468 1F3FF 200D 1F3EB","👨🏿‍🏫","People & Body","man teacher: dark skin tone","person-role"
"1F469 200D 1F3EB","👩‍🏫","People & Body","woman teacher","person-role"
"1F469 1F3FB 200D 1F3EB","👩🏻‍🏫","People & Body","woman teacher: light skin tone","person-role"
"1F469 1F3FC 200D 1F3EB","👩🏼‍🏫","People & Body","woman teacher: medium-light skin tone","person-role"
"1F469 1F3FD 200D 1F3EB","👩🏽‍🏫","People & Body","woman teacher: medium skin tone","person-role"
"1F469 1F3FE 200D 1F3EB","👩🏾‍🏫","People & Body","woman teacher: medium-dark skin tone","person-role"
"1F469 1F3FF 200D 1F3EB","👩🏿‍🏫","People & Body","woman teacher: dark skin tone","person-role"
"1F9D1 200D 2696 FE0F","🧑‍⚖️","People & Body",judge,"person-role"
"1F9D1 200D 2696","🧑‍⚖","People & Body",judge,"person-role"
"1F9D1 1F3FB 200D 2696 FE0F","🧑🏻‍⚖️","People & Body","judge: light skin tone","person-role"
"1F9D1 1F3FB 200D 2696","🧑🏻‍⚖","People & Body","judge: light skin tone","person-role"
"1F9D1 1F3FC 200D 2696 FE0F","🧑🏼‍⚖️","People & Body","judge: medium-light skin tone","person-role"
"1F9D1 1F3FC 200D 2696","🧑🏼‍⚖","People & Body","judge: medium-light skin tone","person-role"
"1F9D1 1F3FD 200D 2696 FE0F","🧑🏽‍⚖️","People & Body","judge: medium skin tone","person-role"
"1F9D1 1F3FD 200D 2696","🧑🏽‍⚖","People & Body","judge: medium skin tone","person-role"
"1F9D1 1F3FE 200D 2696 FE0F","🧑🏾‍⚖️","People & Body","judge: medium-dark skin tone","person-role"
"1F9D1 1F3FE 200D 2696","🧑🏾‍⚖","People & Body","judge: medium-dark skin tone","person-role"
"1F9D1 1F3FF 200D 2696 FE0F","🧑🏿‍⚖️","People & Body","judge: dark skin tone","person-role"
"1F9D1 1F3FF 200D 2696","🧑🏿‍⚖","People & Body","judge: dark skin tone","person-role"
"1F468 200D 2696 FE0F","👨‍⚖️","People & Body","man judge","person-role"
"1F468 200D 2696","👨‍⚖","People & Body","man judge","person-role"
"1F468 1F3FB 200D 2696 FE0F","👨🏻‍⚖️","People & Body","man judge: light skin tone","person-role"
