id,name,external_id,tactics,description
attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,Service Exhaustion Flood,T1499.002,impact,"Adversaries may target the different network services provided by systems to conduct a denial of service (DoS). Adversaries often target the availability of DNS and web services, however others have been targeted as well.(Citation: Arbor AnnualDoSreport Jan 2018) Web server software can be attacked through a variety of means, some of which apply generally while others are specific to the software being used to provide the service."
attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef,Compromise Hardware Supply Chain,T1195.003,initial_access,"Adversaries may manipulate hardware components in products prior to receipt by a final consumer for the purpose of data or system compromise. By modifying hardware or firmware in the supply chain, adversaries can insert a backdoor into consumer networks that may be difficult to detect and give the adversary a high degree of control over the system. Hardware backdoors may be inserted into various devices, such as servers, workstations, network infrastructure, or peripherals."
attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,Native API,T1106,execution,"Adversaries may interact with the native OS application programming interface (API) to execute behaviors. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes.(Citation: NT API Windows)(Citation: Linux Kernel API) These native APIs are leveraged by the OS during system boot (when other system components are not yet initialized) as well as carrying out tasks and requests during routine operations."
attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc,Clear Network Connection History and Configurations,T1070.007,defense_evasion,"Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations. Configuration settings as well as various artifacts that highlight connection history may be created on a system and/or in application logs from behaviors that require network connections, such as [Remote Services](https://attack.mitre.org/techniques/T1021) or [External Remote Services](https://attack.mitre.org/techniques/T1133). Defenders may use these artifacts to monitor or otherwise analyze network connections created by adversaries."
attack-pattern--3986e7fd-a8e9-4ecb-bfc6-55920855912b,AS-REP Roasting,T1558.004,credential_access,Adversaries may reveal credentials of accounts that have disabled Kerberos preauthentication by [Password Cracking](https://attack.mitre.org/techniques/T1110/002) Kerberos messages.(Citation: Harmj0y Roasting AS-REPs Jan 2017)
attack-pattern--39cc9f64-cf74-4a48-a4d8-fe98c54a02e0,Virtual Private Server,T1584.003,resource_development,"Adversaries may compromise third-party Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. Adversaries may compromise VPSs purchased by third-party entities. By compromising a VPS to use as infrastructure, adversaries can make it difficult to physically tie back operations to themselves.(Citation: NSA NCSC Turla OilRig)"
attack-pattern--3a32740a-11b0-4bcf-b0a9-3abd0f6d3cd5,AutoHotKey & AutoIT,T1059.010,execution,"Adversaries may execute commands and perform malicious tasks using AutoIT and AutoHotKey automation scripts. AutoIT and AutoHotkey (AHK) are scripting languages that enable users to automate Windows tasks. These automation scripts can be used to perform a wide variety of actions, such as clicking on buttons, entering text, and opening and closing programs.(Citation: AutoIT)(Citation: AutoHotKey)"
attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8,Reduce Key Space,T1600.001,defense_evasion,Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications.(Citation: Cisco Synful Knock Evolution)
attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,Clear Command History,T1070.003,defense_evasion,"In addition to clearing system logs, an adversary may clear the command history of a compromised account to conceal the actions undertaken during an intrusion. Various command interpreters keep track of the commands users type in their terminal so that users can retrace what they've done."
attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e,Indirect Command Execution,T1202,defense_evasion,"Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters. Various Windows utilities may be used to execute commands, possibly without invoking [cmd](https://attack.mitre.org/software/S0106). For example, [Forfiles](https://attack.mitre.org/software/S0193), the Program Compatibility Assistant (pcalua.exe), components of the Windows Subsystem for Linux (WSL), as well as other utilities may invoke the execution of programs and commands from a [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059), Run window, or via scripts. (Citation: VectorSec ForFiles Aug 2017) (Citation: Evi1cg Forfiles Nov 2017)"
attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,Replication Through Removable Media,T1091,lateral_movement|initial_access,"Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and executes. In the case of Lateral Movement, this may occur through modification of executable files stored on removable media or by copying malware and renaming it to look like a legitimate file to trick users into executing it on a separate system. In the case of Initial Access, this may occur through manual manipulation of the media, modification of systems used to initially format the media, or modification to the media's firmware itself."
attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,Data from Local System,T1005,collection,"Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration."
attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,Deobfuscate/Decode Files or Information,T1140,defense_evasion,Adversaries may use [Obfuscated Files or Information](https://attack.mitre.org/techniques/T1027) to hide artifacts of an intrusion from analysis. They may require separate mechanisms to decode or deobfuscate that information depending on how they intend to use it. Methods for doing that include built-in functionality of malware or by using utilities present on the system.
